crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2,day_of_week,month,is_weekend,year
2021-04-14,15,BROOKLYN,11207.0,40.83383,-73.921234,"
,  
(40.83383, -73.921234)",GERARD AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,4407497,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-09,17,BROOKLYN,11207.0,40.68781,-73.9237,"
,  
(40.68781, -73.9237)",MADISON STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4408229,Station Wagon/Sport Utility Vehicle,Unknown,Friday,April,0,2021
2021-04-14,19,BROOKLYN,11218.0,40.642044,-73.98124,"
,  
(40.642044, -73.98124)",STORY STREET,CHURCH AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407525,Sedan,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-16,13,QUEENS,11385.0,40.69814,-73.89111,"
,  
(40.69814, -73.89111)",COOPER AVENUE,64 PLACE,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,4407817,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-14,0,BROOKLYN,11203.0,40.64664,-73.9246,"
,  
(40.64664, -73.9246)",KINGS HIGHWAY,BEVERLEY ROAD,Unknown,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,4407539,Station Wagon/Sport Utility Vehicle,PK,Wednesday,April,0,2021
2021-09-11,20,QUEENS,11429.0,40.703217,-73.73427,"
,  
(40.703217, -73.73427)",MURDOCK AVENUE,223 STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4455944,Sedan,Sedan,Saturday,September,1,2021
2021-04-16,16,BROOKLYN,11207.0,40.680897,-73.95118,"
,  
(40.680897, -73.95118)",ARLINGTON PLACE,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4408306,Sedan,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-15,22,MANHATTAN,10036.0,40.760822,-73.99832,"
,  
(40.760822, -73.99832)",WEST 42 STREET,11 AVENUE,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4407830,Sedan,Unknown,Thursday,April,0,2021
2021-04-14,10,MANHATTAN,10016.0,40.74608,-73.974945,"
,  
(40.74608, -73.974945)",2 AVENUE,EAST 36 STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407282,Tow Truck / Wrecker,Dump,Wednesday,April,0,2021
2021-04-16,0,BROOKLYN,11228.0,40.626293,-74.01572,"
,  
(40.626293, -74.01572)",FORT HAMILTON PARKWAY,74 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,4407688,Station Wagon/Sport Utility Vehicle,Sedan,Friday,April,0,2021
2021-04-15,20,MANHATTAN,10065.0,40.767967,-73.96822,"
,  
(40.767967, -73.96822)",EAST 66 STREET,MADISON AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4407701,Sedan,Unknown,Thursday,April,0,2021
2021-04-15,7,BROOKLYN,11207.0,40.673634,-73.89294,"
,  
(40.673634, -73.89294)",Unknown,Unknown,472       GLENMORE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407728,Sedan,Unknown,Thursday,April,0,2021
2021-04-15,10,BROOKLYN,11224.0,40.579212,-73.976265,"
,  
(40.579212, -73.976265)",WEST 8 STREET,SHEEPSHEAD BAY ROAD,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4408052,Station Wagon/Sport Utility Vehicle,Sedan,Thursday,April,0,2021
2021-04-16,12,STATEN ISLAND,10306.0,40.57365,-74.11252,"
,  
(40.57365, -74.11252)",EDISON STREET,BACHE AVENUE,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4407849,Sedan,Sedan,Friday,April,0,2021
2021-04-14,6,BROOKLYN,11207.0,40.73632,-73.85631,"
,  
(40.73632, -73.85631)",LONG ISLAND EXPRESSWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,4407320,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-14,3,BROOKLYN,11230.0,40.619396,-73.969574,"
,  
(40.619396, -73.969574)",OCEAN PARKWAY,AVENUE L,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407291,Sedan,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-16,22,BROOKLYN,11207.0,40.820263,-73.92976,"
,  
(40.820263, -73.92976)",RIVER AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408200,Sedan,Unknown,Friday,April,0,2021
2021-04-14,0,BROOKLYN,11207.0,40.601864,-74.00232,"
,  
(40.601864, -74.00232)",BATH AVENUE,Unknown,Unknown,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4407649,Station Wagon/Sport Utility Vehicle,Bike,Wednesday,April,0,2021
2021-04-15,19,BROOKLYN,11207.0,40.810318,-73.943634,"
,  
(40.810318, -73.943634)",LENOX AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407802,Sedan,Unknown,Thursday,April,0,2021
2021-04-14,13,BROOKLYN,11207.0,40.666306,-73.79171,"
,  
(40.666306, -73.79171)",BELT PARKWAY,Unknown,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4407345,Station Wagon/Sport Utility Vehicle,Sedan,Wednesday,April,0,2021
2021-04-16,15,BROOKLYN,11237.0,40.708805,-73.92577,"
,  
(40.708805, -73.92577)",STEWART AVENUE,JOHNSON AVENUE,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4408356,Sedan,Sedan,Friday,April,0,2021
2021-04-14,9,BRONX,10472.0,40.826424,-73.85868,"
,  
(40.826424, -73.85868)",BRUCKNER BOULEVARD,VIRGINIA AVENUE,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4407245,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-13,16,BROOKLYN,11207.0,40.63174,-73.96793,"
,  
(40.63174, -73.96793)",FOSTER AVENUE,EAST 8 STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4408057,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Tuesday,April,0,2021
2021-04-16,11,BROOKLYN,11222.0,40.727146,-73.954735,"
,  
(40.727146, -73.954735)",Unknown,Unknown,190       GUERNSEY STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4408332,Sedan,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-11,8,BROOKLYN,11207.0,40.67253,-73.798386,"
,  
(40.67253, -73.798386)",SUTTER AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407785,Sedan,Sedan,Sunday,April,1,2021
2021-04-16,13,QUEENS,11385.0,40.702335,-73.89073,"
,  
(40.702335, -73.89073)",CENTRAL AVENUE,65 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407929,Sedan,Sedan,Friday,April,0,2021
2021-04-14,0,BROOKLYN,11235.0,40.587894,-73.95504,"
,  
(40.587894, -73.95504)",Unknown,Unknown,1415      AVENUE Z,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407425,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-16,5,BROOKLYN,11236.0,40.65047,-73.917366,"
,  
(40.65047, -73.917366)",Unknown,Unknown,679       REMSEN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4408123,Station Wagon/Sport Utility Vehicle,Sedan,Friday,April,0,2021
2021-04-16,20,MANHATTAN,10032.0,40.836555,-73.94306,"
,  
(40.836555, -73.94306)",BROADWAY,WEST 161 STREET,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4408290,Unknown,Unknown,Friday,April,0,2021
2021-04-13,9,BRONX,10475.0,40.870056,-73.83222,"
,  
(40.870056, -73.83222)",Unknown,Unknown,100       ALDRICH STREET,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408412,Sedan,Unknown,Tuesday,April,0,2021
2021-04-15,11,BROOKLYN,11207.0,40.579372,-74.16948,"
,  
(40.579372, -74.16948)",RICHMOND AVENUE,PLATINUM AVENUE,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4407757,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-01,0,MANHATTAN,10027.0,40.805138,-73.945244,"
,  
(40.805138, -73.945244)",WEST 122 STREET,MOUNT MORRIS PARK WEST,Unknown,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,4407770,Station Wagon/Sport Utility Vehicle,Sedan,Thursday,April,0,2021
2021-04-15,11,BRONX,10468.0,40.85968,-73.90427,"
,  
(40.85968, -73.90427)",Unknown,Unknown,2324      DAVIDSON AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4407554,Sedan,Unknown,Thursday,April,0,2021
2021-04-15,2,BROOKLYN,11207.0,40.605595,-73.98404,"
,  
(40.605595, -73.98404)",KINGS HIGHWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407873,Sedan,Pick-up Truck,Thursday,April,0,2021
2021-04-15,0,BRONX,10473.0,40.819214,-73.84662,"
,  
(40.819214, -73.84662)",Unknown,Unknown,2245      RANDALL AVENUE,0,0,0,0,0,0,0,0,Steering Failure,Unspecified,4407502,Station Wagon/Sport Utility Vehicle,Sedan,Thursday,April,0,2021
2021-04-16,11,BRONX,10459.0,40.827972,-73.88707,"
,  
(40.827972, -73.88707)",Unknown,Unknown,1074      HOME STREET,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408044,Sedan,Unknown,Friday,April,0,2021
2021-04-16,15,BROOKLYN,11207.0,40.66496,-73.82226,"
,  
(40.66496, -73.82226)",BELT PARKWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,4408165,Sedan,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-14,15,BROOKLYN,11207.0,40.719177,-73.79223,"
,  
(40.719177, -73.79223)",GRAND CENTRAL PKWY,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407544,Sedan,Taxi,Wednesday,April,0,2021
2021-04-14,8,MANHATTAN,10017.0,40.748825,-73.96984,"
,  
(40.748825, -73.96984)",EAST 42 STREET,1 AVENUE,Unknown,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4407277,Taxi,Unknown,Wednesday,April,0,2021
2021-04-16,7,QUEENS,11377.0,40.733597,-73.91062,"
,  
(40.733597, -73.91062)",Unknown,Unknown,53-15     58 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407834,Sedan,Unknown,Friday,April,0,2021
2021-04-14,6,STATEN ISLAND,10308.0,40.54048,-74.153404,"
,  
(40.54048, -74.153404)",ARMSTRONG AVENUE,HILLCREST STREET,Unknown,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,4407338,Station Wagon/Sport Utility Vehicle,Sedan,Wednesday,April,0,2021
2021-04-14,22,BROOKLYN,11207.0,40.738403,-73.93864,"
,  
(40.738403, -73.93864)",30 STREET,BORDEN AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407397,Pick-up Truck,Tow Truck / Wrecker,Wednesday,April,0,2021
2021-04-15,16,BROOKLYN,11207.0,40.68039,-73.94956,"
,  
(40.68039, -73.94956)",FULTON STREET,Unknown,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4408109,Sedan,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-14,18,BRONX,10451.0,40.817627,-73.92366,"
,  
(40.817627, -73.92366)",Unknown,Unknown,249       EAST 149 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4407683,Station Wagon/Sport Utility Vehicle,Unknown,Wednesday,April,0,2021
2021-04-15,12,MANHATTAN,10001.0,40.751446,-74.001434,"
,  
(40.751446, -74.001434)",WEST 29 STREET,10 AVENUE,Unknown,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Turning Improperly,4407829,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-09-11,22,BRONX,10468.0,40.86418,-73.90119,"
,  
(40.86418, -73.90119)",DAVIDSON AVENUE,WEST 190 STREET,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unknown,4456397,Motorcycle,Unknown,Saturday,September,1,2021
2021-04-15,8,MANHATTAN,10022.0,40.76161,-73.97076,"
,  
(40.76161, -73.97076)",EAST 57 STREET,PARK AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,4407496,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-15,16,BROOKLYN,11221.0,40.689648,-73.9184,"
,  
(40.689648, -73.9184)",MADISON STREET,BUSHWICK AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407609,Sedan,Unknown,Thursday,April,0,2021
2021-04-14,16,QUEENS,11373.0,40.741634,-73.88266,"
,  
(40.741634, -73.88266)",Unknown,Unknown,82-22     45 AVENUE,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4407441,Station Wagon/Sport Utility Vehicle,E-Scooter,Wednesday,April,0,2021
2021-04-15,18,BROOKLYN,11223.0,40.596977,-73.97324,"
,  
(40.596977, -73.97324)",MC DONALD AVENUE,AVENUE U,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407689,Sedan,Sedan,Thursday,April,0,2021
2021-04-16,14,BROOKLYN,11220.0,40.63864,-74.02245,"
,  
(40.63864, -74.02245)",Unknown,Unknown,350       65 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407861,Station Wagon/Sport Utility Vehicle,Sedan,Friday,April,0,2021
2021-04-14,17,STATEN ISLAND,10306.0,40.565254,-74.1301,"
,  
(40.565254, -74.1301)",AMBOY ROAD,GUYON AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407350,Sedan,Unknown,Wednesday,April,0,2021
2021-04-14,7,BROOKLYN,11207.0,40.655895,-73.898224,"
,  
(40.655895, -73.898224)",Unknown,Unknown,317       DE WITT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407721,Sedan,Unknown,Wednesday,April,0,2021
2021-04-14,20,BROOKLYN,11238.0,40.68821,-73.96583,"
,  
(40.68821, -73.96583)",WASHINGTON AVENUE,LAFAYETTE AVENUE,Unknown,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4407381,Station Wagon/Sport Utility Vehicle,Bike,Wednesday,April,0,2021
2021-04-15,9,MANHATTAN,10002.0,40.71649,-73.98484,"
,  
(40.71649, -73.98484)",Unknown,Unknown,154       BROOME STREET,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407653,Station Wagon/Sport Utility Vehicle,Unknown,Thursday,April,0,2021
2021-04-16,14,BRONX,10467.0,40.876785,-73.87446,"
,  
(40.876785, -73.87446)",EAST 209 STREET,HULL AVENUE,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4407896,Sedan,Unknown,Friday,April,0,2021
2021-04-16,18,BRONX,10467.0,40.86367,-73.86741,"
,  
(40.86367, -73.86741)",Unknown,Unknown,2516      WHITE PLAINS ROAD,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4407914,Sedan,Taxi,Friday,April,0,2021
2021-04-14,0,BRONX,10460.0,40.835827,-73.89068,"
,  
(40.835827, -73.89068)",Unknown,Unknown,1600      BOSTON ROAD,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,4407512,Sedan,E-Bike,Wednesday,April,0,2021
2021-04-15,15,MANHATTAN,10029.0,40.793396,-73.94043,"
,  
(40.793396, -73.94043)",Unknown,Unknown,2145      2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408427,Sedan,Unknown,Thursday,April,0,2021
2021-04-14,17,BRONX,10472.0,40.84827,-73.88312,"
,  
(40.84827, -73.88312)",SOUTHERN BOULEVARD,EAST 182 STREET,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inexperience,4407532,E-Bike,Sedan,Wednesday,April,0,2021
2021-04-14,23,BROOKLYN,11207.0,40.656273,-73.90731,"
,  
(40.656273, -73.90731)",HEGEMAN AVENUE,Unknown,Unknown,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,4408086,Sedan,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-16,9,BROOKLYN,11205.0,40.693462,-73.965485,"
,  
(40.693462, -73.965485)",Unknown,Unknown,492       MYRTLE AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4407856,Station Wagon/Sport Utility Vehicle,Sedan,Friday,April,0,2021
2021-04-15,16,BROOKLYN,11207.0,40.66725,-73.88799,"
,  
(40.66725, -73.88799)",DUMONT AVENUE,HENDRIX STREET,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4407729,Van,Sedan,Thursday,April,0,2021
2021-04-13,17,BRONX,10452.0,40.844105,-73.923065,"
,  
(40.844105, -73.923065)",GRANT HIGHWAY,UNIVERSITY AVENUE,Unknown,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4407789,Station Wagon/Sport Utility Vehicle,Bike,Tuesday,April,0,2021
2021-04-16,21,BROOKLYN,11203.0,40.651707,-73.93121,"
,  
(40.651707, -73.93121)",Unknown,Unknown,4905      CHURCH AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4408129,Sedan,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-15,10,QUEENS,11420.0,40.680496,-73.821365,"
,  
(40.680496, -73.821365)",111 AVENUE,LEFFERTS BOULEVARD,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4407576,Station Wagon/Sport Utility Vehicle,Unknown,Thursday,April,0,2021
2021-04-15,23,BRONX,10452.0,40.834415,-73.92854,"
,  
(40.834415, -73.92854)",OGDEN AVENUE,WEST 165 STREET,Unknown,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,4408193,Ambulance,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-15,0,QUEENS,11377.0,40.7357,-73.90377,"
,  
(40.7357, -73.90377)",51 AVENUE,61 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407643,Sedan,Unknown,Thursday,April,0,2021
2021-04-15,21,BROOKLYN,11207.0,40.771038,-73.83413,"
,  
(40.771038, -73.83413)",WHITESTONE EXPRESSWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,4407906,Sedan,Sedan,Thursday,April,0,2021
2021-04-14,19,BROOKLYN,11201.0,40.69484,-73.98391,"
,  
(40.69484, -73.98391)",FLATBUSH AVENUE EXTENSION,JOHNSON STREET,Unknown,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4407414,Sedan,Bike,Wednesday,April,0,2021
2021-04-14,7,MANHATTAN,10024.0,40.785774,-73.97052,"
,  
(40.785774, -73.97052)",Unknown,Unknown,38        WEST 86 STREET,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,4407623,Station Wagon/Sport Utility Vehicle,Motorcycle,Wednesday,April,0,2021
2021-04-14,12,QUEENS,11373.0,40.733017,-73.8852,"
,  
(40.733017, -73.8852)",Unknown,Unknown,82-26     ANKENER AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407436,Sedan,Unknown,Wednesday,April,0,2021
2021-04-16,8,BROOKLYN,11207.0,40.709023,-73.757835,"
,  
(40.709023, -73.757835)",201 STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,4407952,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-14,11,BROOKLYN,11207.0,40.692886,-73.832184,"
,  
(40.692886, -73.832184)",ATLANTIC AVENUE,Unknown,Unknown,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,4407761,Flat Bed,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-15,15,BROOKLYN,11209.0,40.620487,-74.029305,"
,  
(40.620487, -74.029305)",4 AVENUE,FOREST PLACE,Unknown,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,Unknown,4408063,Station Wagon/Sport Utility Vehicle,Unknown,Thursday,April,0,2021
2021-04-14,17,BROOKLYN,11204.0,40.618595,-73.99847,"
,  
(40.618595, -73.99847)",16 AVENUE,71 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407388,Sedan,Sedan,Wednesday,April,0,2021
2021-04-14,10,MANHATTAN,10026.0,40.803787,-73.953896,"
,  
(40.803787, -73.953896)",Unknown,Unknown,246       WEST 116 STREET,1,0,1,0,0,0,0,0,Unspecified,Unknown,4407766,Station Wagon/Sport Utility Vehicle,Unknown,Wednesday,April,0,2021
2021-04-15,20,BRONX,10459.0,40.82319,-73.889496,"
,  
(40.82319, -73.889496)",ALDUS STREET,FAILE STREET,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4407901,Station Wagon/Sport Utility Vehicle,Unknown,Thursday,April,0,2021
2021-04-14,19,BROOKLYN,11207.0,40.680088,-73.94398,"
,  
(40.680088, -73.94398)",FULTON STREET,Unknown,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4408104,Sedan,Motorcycle,Wednesday,April,0,2021
2021-04-14,19,BRONX,10456.0,40.827927,-73.90094,"
,  
(40.827927, -73.90094)",TINTON AVENUE,HOME STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407486,Sedan,Unknown,Wednesday,April,0,2021
2021-07-08,19,BROOKLYN,11207.0,40.65342,-73.88898,"
,  
(40.65342, -73.88898)",COZINE AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,4456618,Sedan,Station Wagon/Sport Utility Vehicle,Thursday,July,0,2021
2021-04-14,22,BROOKLYN,11213.0,40.66895,-73.9339,"
,  
(40.66895, -73.9339)",EASTERN PARKWAY,SCHENECTADY AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4408264,Moped,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-15,15,BROOKLYN,11207.0,40.879055,-73.87439,"
,  
(40.879055, -73.87439)",PERRY AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,4407678,Sedan,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-14,11,BROOKLYN,11207.0,40.67043,-73.928185,"
,  
(40.67043, -73.928185)",SAINT JOHNS PLACE,Unknown,Unknown,1,0,0,0,0,0,1,0,Unsafe Speed,Unknown,4407355,Moped,Unknown,Wednesday,April,0,2021
2021-04-16,23,BRONX,10469.0,40.875874,-73.84989,"
,  
(40.875874, -73.84989)",BOSTON ROAD,FISH AVENUE,Unknown,3,0,0,0,0,0,3,0,Unspecified,Unspecified,4408155,Sedan,Sedan,Friday,April,0,2021
2021-04-13,9,BROOKLYN,11207.0,40.675037,-73.930534,"
,  
(40.675037, -73.930534)",BERGEN STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4408271,Station Wagon/Sport Utility Vehicle,Unknown,Tuesday,April,0,2021
2021-04-16,13,BROOKLYN,11207.0,40.767582,-73.9109,"
,  
(40.767582, -73.9109)",41 STREET,Unknown,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4408380,Station Wagon/Sport Utility Vehicle,Unknown,Friday,April,0,2021
2021-04-14,6,MANHATTAN,10014.0,40.734352,-74.00849,"
,  
(40.734352, -74.00849)",Unknown,Unknown,690       WASHINGTON STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4407598,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-16,14,BROOKLYN,11236.0,40.63083,-73.90736,"
,  
(40.63083, -73.90736)",EAST 80 STREET,PAERDEGAT 7 STREET,Unknown,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,4407866,Station Wagon/Sport Utility Vehicle,Sedan,Friday,April,0,2021
2021-04-14,18,BROOKLYN,11210.0,40.63532,-73.95033,"
,  
(40.63532, -73.95033)",Unknown,Unknown,1452      FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407452,Sedan,Sedan,Wednesday,April,0,2021
2021-04-13,10,BROOKLYN,11211.0,40.714073,-73.95087,"
,  
(40.714073, -73.95087)",Unknown,Unknown,533       METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4407809,Tractor Truck Diesel,Sedan,Tuesday,April,0,2021
2021-04-14,6,BROOKLYN,11206.0,40.702194,-73.93587,"
,  
(40.702194, -73.93587)",Unknown,Unknown,923       FLUSHING AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,4407393,Sedan,Tractor Truck Gasoline,Wednesday,April,0,2021
2021-04-14,16,MANHATTAN,10065.0,40.764362,-73.96162,"
,  
(40.764362, -73.96162)",2 AVENUE,EAST 65 STREET,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4407453,Sedan,Sedan,Wednesday,April,0,2021
2021-04-12,18,BROOKLYN,11207.0,40.69496,-73.946236,"
,  
(40.69496, -73.946236)",TOMPKINS AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4408214,Sedan,Unknown,Monday,April,0,2021
2021-04-16,12,BROOKLYN,11207.0,40.79656,-73.97226,"
,  
(40.79656, -73.97226)",WEST END AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407824,Box Truck,Unknown,Friday,April,0,2021
2021-04-14,9,BRONX,10454.0,40.805016,-73.92109,"
,  
(40.805016, -73.92109)",BROOK AVENUE,EAST 134 STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407431,Sedan,Unknown,Wednesday,April,0,2021
