crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2,day_of_week,month,is_weekend,year
2022-03-26,16,QUEENS,11411.0,40.699947,-73.736626,"
,  
(40.699947, -73.736626)",115 AVENUE,221 STREET,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4514267,Station Wagon/Sport Utility Vehicle,Bus,Saturday,March,1,2022
2022-03-21,12,MANHATTAN,10018.0,40.75632,-73.999275,"
,  
(40.75632, -73.999275)",Unknown,Unknown,515       WEST 36 STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4514237,Motorcycle,Sedan,Monday,March,0,2022
2022-03-26,5,QUEENS,11418.0,40.69614,-73.81789,"
,  
(40.69614, -73.81789)",131 STREET,ATLANTIC AVENUE,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4513470,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-26,17,BROOKLYN,11234.0,40.631687,-73.9205,"
,  
(40.631687, -73.9205)",Unknown,Unknown,935       EAST 58 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513751,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,12,BRONX,10466.0,40.88839,-73.84666,"
,  
(40.88839, -73.84666)",LACONIA AVENUE,EAST 231 STREET,Unknown,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,4514075,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-26,20,BRONX,10462.0,40.844425,-73.8639,"
,  
(40.844425, -73.8639)",Unknown,Unknown,1706      HOLLAND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unknown,4513857,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,March,1,2022
2022-03-26,15,BRONX,10472.0,40.833965,-73.8629,"
,  
(40.833965, -73.8629)",WHITE PLAINS ROAD,CROSS BRONX EXPRESSWAY,Unknown,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,4514202,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,March,1,2022
2022-03-26,17,BROOKLYN,11206.0,40.705738,-73.944695,"
,  
(40.705738, -73.944695)",MANHATTAN AVENUE,BOERUM STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514347,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,0,BROOKLYN,11236.0,40.637905,-73.8878,"
,  
(40.637905, -73.8878)",AVENUE N,EAST 102 STREET,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4513495,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-26,14,BROOKLYN,11210.0,40.635063,-73.94788,"
,  
(40.635063, -73.94788)",Unknown,Unknown,2067      NOSTRAND AVENUE,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,4513874,Station Wagon/Sport Utility Vehicle,Motorcycle,Saturday,March,1,2022
2022-03-26,9,BROOKLYN,11207.0,40.804153,-73.91304,"
,  
(40.804153, -73.91304)",BRUCKNER BOULEVARD,EAST 137 STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4514263,Sedan,Unknown,Saturday,March,1,2022
2022-03-10,8,BROOKLYN,11238.0,40.676403,-73.96287,"
,  
(40.676403, -73.96287)",PROSPECT PLACE,GRAND AVENUE,Unknown,4,0,0,0,0,0,4,0,Other Vehicular,Following Too Closely,4514323,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Thursday,March,0,2022
2022-03-24,23,BRONX,10472.0,40.829777,-73.85055,"
,  
(40.829777, -73.85055)",WATSON AVENUE,CASTLE HILL AVENUE,Unknown,1,0,1,0,0,0,0,0,Unspecified,Unknown,4514182,Sedan,Unknown,Thursday,March,0,2022
2022-03-26,7,BROOKLYN,11209.0,40.613926,-74.030174,"
,  
(40.613926, -74.030174)",FORT HAMILTON PARKWAY,97 STREET,Unknown,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,4513515,Station Wagon/Sport Utility Vehicle,Taxi,Saturday,March,1,2022
2022-03-26,11,BROOKLYN,11236.0,40.635563,-73.89577,"
,  
(40.635563, -73.89577)",EAST 94 STREET,AVENUE M,Unknown,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4513663,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,March,1,2022
2022-03-26,17,QUEENS,11420.0,40.675167,-73.825264,"
,  
(40.675167, -73.825264)",114 STREET,SUTTER AVENUE,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4513953,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,March,1,2022
2022-03-26,1,MANHATTAN,10065.0,40.761486,-73.96061,"
,  
(40.761486, -73.96061)",EAST 62 STREET,1 AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4513985,Sedan,Sedan,Saturday,March,1,2022
2022-03-26,17,BROOKLYN,11249.0,40.712284,-73.964005,"
,  
(40.712284, -73.964005)",Unknown,Unknown,98        SOUTH 4 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4514084,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-02-25,11,QUEENS,11432.0,40.70546,-73.7949,"
,  
(40.70546, -73.7949)",JAMAICA AVENUE,165 STREET,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,4514144,E-Scooter,Sedan,Friday,February,0,2022
2022-03-26,22,BROOKLYN,11207.0,40.74967,-73.99531,"
,  
(40.74967, -73.99531)",WEST 30 STREET,Unknown,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4513606,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,8,MANHATTAN,10032.0,40.833786,-73.94037,"
,  
(40.833786, -73.94037)",SAINT NICHOLAS AVENUE,WEST 159 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513564,Box Truck,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-17,8,BROOKLYN,11207.0,40.67794,-73.8023,"
,  
(40.67794, -73.8023)",139 STREET,Unknown,Unknown,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4514412,Sedan,Station Wagon/Sport Utility Vehicle,Thursday,March,0,2022
2022-03-26,10,BROOKLYN,11220.0,40.637985,-74.0076,"
,  
(40.637985, -74.0076)",Unknown,Unknown,736       56 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4513587,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-26,13,MANHATTAN,10032.0,40.835037,-73.93979,"
,  
(40.835037, -73.93979)",Unknown,Unknown,1016      SAINT NICHOLAS AVENUE,1,0,1,0,0,0,0,0,Unknown,Unknown,4513565,Unknown,Unknown,Saturday,March,1,2022
2022-03-25,9,BROOKLYN,11207.0,40.9046,-73.852936,"
,  
(40.9046, -73.852936)",EAST 241 STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514286,Station Wagon/Sport Utility Vehicle,Sedan,Friday,March,0,2022
2022-03-26,23,QUEENS,11104.0,40.742508,-73.91788,"
,  
(40.742508, -73.91788)",47 STREET,GREENPOINT AVENUE,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4513637,Sedan,Sedan,Saturday,March,1,2022
2022-03-26,16,BROOKLYN,11207.0,40.67046,-73.88788,"
,  
(40.67046, -73.88788)",SUTTER AVENUE,SCHENCK AVENUE,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4513833,Sedan,Sedan,Saturday,March,1,2022
2022-03-26,23,MANHATTAN,10002.0,40.72224,-73.9863,"
,  
(40.72224, -73.9863)",ESSEX STREET,EAST HOUSTON STREET,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4513887,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,March,1,2022
2022-03-23,9,BROOKLYN,11207.0,40.67639,-73.97189,"
,  
(40.67639, -73.97189)",FLATBUSH AVENUE,Unknown,Unknown,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4514160,Sedan,Motorcycle,Wednesday,March,0,2022
2022-03-26,5,BROOKLYN,11207.0,40.88893,-73.86579,"
,  
(40.88893, -73.86579)",BRONX RIVER PARKWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4514002,Sedan,Sedan,Saturday,March,1,2022
2022-03-25,6,BROOKLYN,11207.0,40.80118,-73.93975,"
,  
(40.80118, -73.93975)",EAST 120 STREET,Unknown,Unknown,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4514152,Sedan,Station Wagon/Sport Utility Vehicle,Friday,March,0,2022
2022-03-26,21,BROOKLYN,11207.0,40.757668,-73.95915,"
,  
(40.757668, -73.95915)",FDR DRIVE,Unknown,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4513626,Taxi,Sedan,Saturday,March,1,2022
2022-03-26,21,BROOKLYN,11225.0,40.668896,-73.95339,"
,  
(40.668896, -73.95339)",Unknown,Unknown,200       ROGERS AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513774,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-25,18,BROOKLYN,11218.0,40.63654,-73.97707,"
,  
(40.63654, -73.97707)",Unknown,Unknown,604       EAST 2 STREET,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4514376,Sedan,Sedan,Friday,March,0,2022
2022-03-26,20,BRONX,10456.0,40.831055,-73.905846,"
,  
(40.831055, -73.905846)",EAST 168 STREET,3 AVENUE,Unknown,1,0,1,0,0,0,0,0,Unspecified,Unknown,4513982,Sedan,Unknown,Saturday,March,1,2022
2022-03-25,12,BROOKLYN,11207.0,40.85868,-73.89922,"
,  
(40.85868, -73.89922)",GRAND CONCOURSE,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4514220,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Friday,March,0,2022
2022-03-23,11,BROOKLYN,11207.0,40.62466,-74.17856,"
,  
(40.62466, -74.17856)",GULF AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514413,Station Wagon/Sport Utility Vehicle,Sedan,Wednesday,March,0,2022
2022-03-26,3,BROOKLYN,11236.0,40.63947,-73.902756,"
,  
(40.63947, -73.902756)",AVENUE J,EAST 92 STREET,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unknown,4513664,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,4,BRONX,10468.0,40.86173,-73.91182,"
,  
(40.86173, -73.91182)",WEST FORDHAM ROAD,CEDAR AVENUE,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unknown,4513725,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,March,1,2022
2022-03-26,19,BROOKLYN,11201.0,40.69538,-73.985115,"
,  
(40.69538, -73.985115)",Unknown,Unknown,11        METROTECH CENTER,0,0,0,0,0,0,0,0,Unspecified,Unknown,4514298,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,12,BROOKLYN,11219.0,40.63063,-74.00923,"
,  
(40.63063, -74.00923)",65 STREET,FORT HAMILTON PARKWAY,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4513573,Sedan,Sedan,Saturday,March,1,2022
2022-03-26,1,BRONX,10472.0,40.82707,-73.87075,"
,  
(40.82707, -73.87075)",Unknown,Unknown,1670      WATSON AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4514201,Sedan,Sedan,Saturday,March,1,2022
2022-03-26,19,BROOKLYN,11207.0,40.60548,-73.93922,"
,  
(40.60548, -73.93922)",GERRITSEN AVENUE,AVENUE S,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4514030,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,March,1,2022
2022-03-26,0,BROOKLYN,11221.0,40.692593,-73.91551,"
,  
(40.692593, -73.91551)",MADISON STREET,CENTRAL AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4514125,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-26,20,BROOKLYN,11207.0,40.680664,-73.902626,"
,  
(40.680664, -73.902626)",BUSHWICK AVENUE,CONWAY STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514278,Sedan,Sedan,Saturday,March,1,2022
2022-03-26,17,BROOKLYN,11226.0,40.645718,-73.95002,"
,  
(40.645718, -73.95002)",Unknown,Unknown,168       EAST 29 STREET,4,0,0,0,0,0,4,0,Passing Too Closely,Unspecified,4513803,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-25,17,BROOKLYN,11207.0,40.68327,-73.95016,"
,  
(40.68327, -73.95016)",NOSTRAND AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4514241,Sedan,Motorcycle,Friday,March,0,2022
2021-12-12,9,BROOKLYN,11207.0,40.84036,-73.91807,"
,  
(40.84036, -73.91807)",JEROME AVENUE,Unknown,Unknown,0,1,0,1,0,0,0,0,Unspecified,Unknown,4487210,Taxi,Unknown,Sunday,December,1,2021
2022-03-26,16,BROOKLYN,11235.0,40.577652,-73.96344,"
,  
(40.577652, -73.96344)",Unknown,Unknown,3071      BRIGHTON 4 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513878,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,March,1,2022
2022-03-26,19,MANHATTAN,10012.0,40.730145,-73.99781,"
,  
(40.730145, -73.99781)",Unknown,Unknown,60        WASHINGTON SQUARE SOUTH,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,4513735,E-Bike,BOX VAN,Saturday,March,1,2022
2022-03-26,13,QUEENS,11420.0,40.67478,-73.806206,"
,  
(40.67478, -73.806206)",ROCKAWAY BOULEVARD,132 STREET,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4513958,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,March,1,2022
2022-03-25,8,BROOKLYN,11230.0,40.624622,-73.97598,"
,  
(40.624622, -73.97598)",Unknown,Unknown,1175      MC DONALD AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4514367,Sedan,Sedan,Friday,March,0,2022
2022-03-26,10,BROOKLYN,11217.0,40.67271,-73.97089,"
,  
(40.67271, -73.97089)",UNION STREET,PLAZA STREET WEST,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4513681,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-26,11,BROOKLYN,11207.0,40.7314,-73.926094,"
,  
(40.7314, -73.926094)",BROOKLYN QUEENS EXPRESSWAY,Unknown,Unknown,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,4514212,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-25,14,BROOKLYN,11207.0,40.632786,-74.13712,"
,  
(40.632786, -74.13712)",PORT RICHMOND AVENUE,HATFIELD PLACE,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4514420,Sedan,Unknown,Friday,March,0,2022
2022-03-26,14,STATEN ISLAND,10305.0,40.596733,-74.07045,"
,  
(40.596733, -74.07045)",MCCLEAN AVENUE,SAND LANE,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4513923,Sedan,Sedan,Saturday,March,1,2022
2022-03-26,19,BROOKLYN,11234.0,40.617645,-73.92092,"
,  
(40.617645, -73.92092)",Unknown,Unknown,1549      EAST 56 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4513752,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,16,BROOKLYN,11217.0,40.68651,-73.98378,"
,  
(40.68651, -73.98378)",Unknown,Unknown,436       ATLANTIC AVENUE,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,4513860,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-24,18,BROOKLYN,11206.0,40.69831,-73.9498,"
,  
(40.69831, -73.9498)",MARCY AVENUE,ELLERY STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514251,Sedan,Station Wagon/Sport Utility Vehicle,Thursday,March,0,2022
2022-03-26,3,BROOKLYN,11207.0,40.692455,-73.76814,"
,  
(40.692455, -73.76814)",179 STREET,Unknown,Unknown,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,4513478,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-20,10,MANHATTAN,10024.0,40.778805,-73.974075,"
,  
(40.778805, -73.974075)",WEST 76 STREET,CENTRAL PARK WEST,Unknown,1,0,1,0,0,0,0,0,Backing Unsafely,Unknown,4514302,Sedan,Unknown,Sunday,March,1,2022
2022-03-26,14,MANHATTAN,10001.0,40.747894,-73.989174,"
,  
(40.747894, -73.989174)",AVENUE OF THE AMERICAS,WEST 31 STREET,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4513708,Sedan,Taxi,Saturday,March,1,2022
2022-03-25,6,BRONX,10472.0,40.83578,-73.871445,"
,  
(40.83578, -73.871445)",Unknown,Unknown,1700      CROSS BRONX EXPRESSWAY,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4514189,Station Wagon/Sport Utility Vehicle,Sedan,Friday,March,0,2022
2022-03-25,14,BROOKLYN,11207.0,40.61763,-74.133575,"
,  
(40.61763, -74.133575)",LEONARD AVENUE,FISKE AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514419,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Friday,March,0,2022
2022-03-21,19,BROOKLYN,11207.0,40.731407,-73.99698,"
,  
(40.731407, -73.99698)",WASHINGTON SQUARE NORTH,Unknown,Unknown,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4514234,Sedan,Bike,Monday,March,0,2022
2022-03-26,5,BROOKLYN,11223.0,40.60784,-73.961975,"
,  
(40.60784, -73.961975)",CONEY ISLAND AVENUE,QUENTIN ROAD,Unknown,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,4513496,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-25,9,BROOKLYN,11207.0,40.752563,-73.74328,"
,  
(40.752563, -73.74328)",CROSS ISLAND PARKWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4514266,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Friday,March,0,2022
2022-03-26,22,BROOKLYN,11217.0,40.67848,-73.98232,"
,  
(40.67848, -73.98232)",Unknown,Unknown,177       4 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4513680,Taxi,Sedan,Saturday,March,1,2022
2022-03-26,21,BROOKLYN,11219.0,40.629475,-74.004166,"
,  
(40.629475, -74.004166)",Unknown,Unknown,1115      63 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513861,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,17,BROOKLYN,11213.0,40.668797,-73.93113,"
,  
(40.668797, -73.93113)",EASTERN PARKWAY,UTICA AVENUE,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4514326,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,March,1,2022
2022-03-26,2,MANHATTAN,10018.0,40.754707,-73.99164,"
,  
(40.754707, -73.99164)",WEST 38 STREET,8 AVENUE,Unknown,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4513739,Bike,Unknown,Saturday,March,1,2022
2022-03-25,0,BRONX,10458.0,40.85713,-73.8808,"
,  
(40.85713, -73.8808)",EAST FORDHAM ROAD,SOUTHERN BOULEVARD,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514180,Station Wagon/Sport Utility Vehicle,Sedan,Friday,March,0,2022
2022-03-26,4,BRONX,10468.0,40.857418,-73.89996,"
,  
(40.857418, -73.89996)",GRAND CONCOURSE,EAST 183 STREET,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4514209,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,March,1,2022
2022-03-26,4,QUEENS,11385.0,40.702972,-73.888054,"
,  
(40.702972, -73.888054)",CENTRAL AVENUE,66 PLACE,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unknown,4513795,Sedan,Unknown,Saturday,March,1,2022
2022-03-09,11,BROOKLYN,11207.0,40.786366,-73.97598,"
,  
(40.786366, -73.97598)",WEST 84 STREET,Unknown,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4514297,Station Wagon/Sport Utility Vehicle,Unknown,Wednesday,March,0,2022
2022-03-26,14,BROOKLYN,11228.0,40.624474,-74.00668,"
,  
(40.624474, -74.00668)",70 STREET,12 AVENUE,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4513572,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,March,1,2022
2022-03-26,18,QUEENS,11361.0,40.76532,-73.771904,"
,  
(40.76532, -73.771904)",39 AVENUE,BELL BOULEVARD,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4513591,Sedan,Sedan,Saturday,March,1,2022
2022-03-26,13,BROOKLYN,11207.0,40.597683,-73.96686,"
,  
(40.597683, -73.96686)",AVENUE U,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514011,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,13,STATEN ISLAND,10305.0,40.609768,-74.06969,"
,  
(40.609768, -74.06969)",SAINT JOHNS AVENUE,TOMPKINS AVENUE,Unknown,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4513701,Station Wagon/Sport Utility Vehicle,4 dr sedan,Saturday,March,1,2022
2022-03-25,21,MANHATTAN,10035.0,40.798286,-73.938705,"
,  
(40.798286, -73.938705)",Unknown,Unknown,231       EAST 117 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4514155,Taxi,Sedan,Friday,March,0,2022
2022-03-23,21,QUEENS,11354.0,40.776764,-73.848015,"
,  
(40.776764, -73.848015)",Unknown,Unknown,25-03     120 STREET,0,0,0,0,0,0,0,0,Unspecified,Unknown,4514334,Sedan,Unknown,Wednesday,March,0,2022
2022-03-26,12,QUEENS,11377.0,40.747498,-73.91309,"
,  
(40.747498, -73.91309)",Unknown,Unknown,39-34     51 STREET,0,0,0,0,0,0,0,0,Unspecified,Unknown,4513548,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,13,BROOKLYN,11206.0,40.701637,-73.942276,"
,  
(40.701637, -73.942276)",GRAHAM AVENUE,DEBEVOISE STREET,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4514046,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-26,19,QUEENS,11419.0,40.69349,-73.826546,"
,  
(40.69349, -73.826546)",Unknown,Unknown,94-39     120 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4513581,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,March,1,2022
2022-03-26,21,QUEENS,11374.0,40.726463,-73.85943,"
,  
(40.726463, -73.85943)",WETHEROLE STREET,65 ROAD,Unknown,1,0,1,0,0,0,0,0,Unsafe Speed,Unknown,4513772,Bike,Unknown,Saturday,March,1,2022
2022-03-25,13,BRONX,10458.0,40.856434,-73.886826,"
,  
(40.856434, -73.886826)",EAST 188 STREET,ARTHUR AVENUE,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4514221,Sedan,Sedan,Friday,March,0,2022
2022-03-22,8,BRONX,10467.0,40.87151,-73.87057,"
,  
(40.87151, -73.87057)",BURKE AVENUE,BRONX PARK EAST,Unknown,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,4514277,Sedan,Bike,Tuesday,March,0,2022
2022-03-26,22,BROOKLYN,11238.0,40.68686,-73.96758,"
,  
(40.68686, -73.96758)",Unknown,Unknown,386       CLINTON AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4514166,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,11,BROOKLYN,11207.0,40.624763,-73.96518,"
,  
(40.624763, -73.96518)",CONEY ISLAND AVENUE,Unknown,Unknown,1,0,0,0,0,0,1,0,Alcohol Involvement,Driver Inattention/Distraction,4513691,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,18,QUEENS,11422.0,40.678417,-73.729225,"
,  
(40.678417, -73.729225)",130 AVENUE,BROOKVILLE BOULEVARD,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4513782,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-14,10,QUEENS,11433.0,40.692596,-73.79078,"
,  
(40.692596, -73.79078)",Unknown,Unknown,160-18    110 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unknown,4514390,Station Wagon/Sport Utility Vehicle,Unknown,Monday,March,0,2022
2022-03-26,1,BROOKLYN,11207.0,40.734486,-73.891754,"
,  
(40.734486, -73.891754)",CALAMUS AVENUE,72 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514215,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-26,3,BRONX,10475.0,40.88399,-73.82641,"
,  
(40.88399, -73.82641)",Unknown,Unknown,2291      NEW ENGLAND THRUWAY,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4513994,Box Truck,Sedan,Saturday,March,1,2022
2022-03-26,1,BROOKLYN,11238.0,40.683872,-73.95998,"
,  
(40.683872, -73.95998)",Unknown,Unknown,41        IRVING PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513503,Taxi,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2022-03-05,14,MANHATTAN,10035.0,40.799484,-73.92929,"
,  
(40.799484, -73.92929)",Unknown,Unknown,30        PALADINO AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unknown,4514151,Sedan,Unknown,Saturday,March,1,2022
2022-03-26,20,BROOKLYN,11207.0,40.70839,-74.00482,"
,  
(40.70839, -74.00482)",FULTON STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4513655,Sedan,E-Bike,Saturday,March,1,2022
